customer_id;credit_lines_outstanding;loan_amt_outstanding;total_debt_outstanding;income;years_employed;fico_score;default
1680239;5;8.651.945.873;3.041.968.257;1.119.697.143;3;635;1
5571069;0;4.295.195.685;5.662.690.907;7.555.713.828;4;599;0
6702734;0;2.642.491.111;2.976.067.753;4.535.620.139;3;552;0
3220109;1;5.241.501.576;6.094.387.482;7.500.385.045;5;589;0
6157630;4;4.042.860.846;2.330.021.687;8.300.313.943;0;563;1
4386571;0;54.809.446;5.013.833.947;702.022.263;3;586;0
5019929;0;3.749.879.529;2.697.968.628;6.328.999.029;5;578;0
7150836;2;5.476.273.236;1.117.462.612;7.870.940.753;6;638;0
6870860;0;4.083.108.908;3.939.397.848;5.935.466.119;3;591;0
7375414;0;3.541.077.799;6.893.106.098;6.893.106.098;6;628;0
3999935;2;6.050.204.453;1.050.340.296;870.255.691;8;624;0
2713140;0;3.566.709.054;4.400.583.413;602.046.502;4;831;0
8714327;1;4.676.662.147;3.464.410.391;6.627.223.366;7;616;0
1826280;1;5.982.557.609;1.129.797.361;8.037.192.264;5;774;0
2920306;5;282.766.321;1.344.120.107;4.930.931.906;3;570;1
1621438;5;3.403.687.347;1.391.119.773;4.842.238.483;3;623;1
2399682;5;6.050.286.262;2.127.966.167;8.308.480.076;4;532;1
7772428;0;2.675.247.869;5.950.151.085;5.950.151.085;8;694;0
6589111;3;4.410.608.133;1.296.748.766;6.278.387.218;4;584;1
5072530;2;3.416.506.228;8.237.930.208;7.235.815.452;8;674;0
2165786;1;5.728.551.164;8.588.881.823;1.066.217.488;6;542;0
3261062;5;640.891.605;2.732.032.963;8.637.512.375;5;642;1
8010489;0;5.496.258.305;631.008.306;9.109.723.022;5;581;0
3826368;1;550.198.557;1.069.270.157;8.838.344.379;6;600;0
8698157;0;4.333.154.251;3.771.510.218;672.520.953;3;553;0
8703496;1;4.995.505.241;1.005.964.082;7.546.760.826;4;625;0
1289589;0;6.569.260.781;5.939.262.933;8.254.858.681;2;620;0
4420865;3;3.055.649.211;1.048.892.897;5.508.200.253;4;608;0
3874397;1;1.632.255.687;2.263.631.216;2.304.231.012;4;725;0
7591315;0;5.697.975.742;5.963.640.256;9.128.470.103;4;541;0
7953513;0;5.086.997.585;3.380.494.508;8.791.061.701;8;693;0
7092742;0;2.264.870.858;3.789.742.615;583.742.053;4;638;0
8123556;5;2.499.568.499;1.666.275.246;5.965.773.458;4;481;1
5978433;3;4.710.417.916;1.540.780.466;9.167.756.605;8;660;0
7969888;0;4.520.905.481;6.124.437.167;7.541.187.876;5;660;0
6515933;5;6.872.275.299;3.457.015.406;1.072.488.165;3;514;1
2337962;1;4.804.142.724;6.732.909.122;8.707.896.748;6;632;0
8541485;3;2.027.940.113;1.162.041.647;6.288.052.479;5;724;0
7402593;5;4.951.951.681;2.453.987.704;8.117.853.836;4;606;1
1610995;0;2.861.519.619;3.741.479.126;441.430.444;5;605;0
3654981;3;2.962.449.352;1.319.397.543;7.533.106.767;8;722;0
4519090;0;4.834.867.044;6.131.918.678;732.683.367;4;567;0
8571064;0;3.598.453.488;3.877.910.402;7.556.659.004;4;610;0
7004515;1;395.579.025;7.765.869.717;6.256.144.651;5;677;0
8306315;4;7.245.285.936;2.682.223.894;101.164.314;1;509;1
5023466;2;3.139.928.723;8.775.805.333;5.762.740.818;4;634;0
5366858;5;5.783.967.482;2.542.698.846;8.066.085.815;1;500;1
8217885;3;1.306.318.403;63.571.898;3.163.606.715;5;611;0
3834917;3;3.943.802.777;893.190.465;5.775.613.723;6;476;0
5980828;1;155.183.834;3.279.225.103;3.036.467.842;7;627;0
4270448;0;5.641.901.648;8.403.845.371;8.847.587.108;2;771;0
1120866;0;3.722.305.935;4.063.875.878;6.552.161.224;5;669;0
7878654;0;6.102.368.714;3.028.257.807;8.146.904.572;5;728;0
6737085;3;5.001.715.358;1.707.900.086;8.161.977.484;6;543;0
2510515;0;5.267.037.049;2.489.257.335;8.294.496.304;5;707;0
7581008;2;2.262.097.692;9.919.416.299;6.856.506.032;5;599;0
5651486;0;2.964.516.494;5.117.081.953;5.117.081.953;3;619;0
4512115;5;6.383.483.031;3.355.464.978;9.589.773.625;5;609;1
3118157;1;4.081.358.913;7.479.460.449;6.624.848.238;6;575;0
4708539;0;4.801.636.136;5.757.517.684;7.095.482.243;4;622;0
5632788;0;4.949.023.363;6.829.779.719;95157.01;5;641;0
3380541;0;9.493.227.525;1.362.195.824;3.194.384.829;5;621;0
2600509;5;4.038.365.042;2.500.275.422;8.081.296.933;3;612;1
4267728;3;3.645.943.979;985.707.267;4.453.872.978;2;574;1
7236070;0;2.866.547.744;4.088.337.193;6.609.382.666;6;626;0
4506792;5;379.274.039;2.000.376.971;6.297.644.227;6;561;1
1561297;1;4.261.491.042;9.151.708.919;9.095.177.496;6;577;0
7663782;5;2.984.834.859;1.342.909.222;4.536.327.375;3;602;1
3930665;3;5.017.744.455;1.259.857.752;58.117.748;4;634;1
2567454;0;2.981.831.668;1.094.979.947;4.969.602.505;4;596;0
1360766;0;38.833.705;6.122.972.101;7.215.054.317;4;728;0
8257500;0;4.216.198.928;5.899.643.155;5.899.643.155;2;609;0
1805436;1;5.031.316.371;9.096.782.842;7.612.650.085;5;617;0
3350787;3;5.723.662.357;1.694.928.631;7.653.940.399;3;528;1
5996875;0;5.528.320.021;5.145.682.552;8.082.625.796;4;635;0
5609963;5;3.334.600.825;177.090.866;6.903.672.556;5;602;1
3696825;4;5.908.750.193;2.766.023.928;1.007.311.048;1;574;1
1784636;0;2.914.932.973;4.156.427.521;6.333.177.402;5;705;0
6236083;0;4.121.861.827;1.904.309.848;6.219.314.518;3;592;0
2936295;2;3.275.466.365;8.418.563.602;6.017.828.066;4;638;0
8516376;0;4.589.722.406;4.394.087.538;5.718.593.523;3;687;0
2334002;0;3.750.887.225;3.732.975.073;6.793.061.483;2;662;0
2399177;1;3.166.692.782;3.640.186.542;4.751.352.489;7;576;0
3940986;3;3.031.258.775;9.673.701.299;610.202.975;8;613;0
2997942;1;2.857.441.322;3.674.138.581;4.859.529.838;5;555;0
8493982;5;4.900.050.692;2.485.410.211;7.924.701.503;5;462;1
8408315;1;326.794.952;5.369.670.168;5.333.028.316;7;688;0
3695135;3;3.705.316.681;1.076.130.704;7.277.911.283;6;670;0
8829400;0;3.575.396.722;4.995.548.381;6.408.406.832;4;555;0
3717616;5;8.563.163.853;2.698.786.727;1.058.050.962;5;607;1
8005852;0;6.380.856.379;1.047.667.124;9.620.939.298;3;719;0
3391714;4;3.443.239.985;1.271.540.152;5.475.416.625;2;520;1
1452261;5;4.023.925.141;2.125.527.318;73.572.328;6;637;1
7701009;0;4.811.130.871;790.440.721;8.325.378.467;3;665;0
1952508;1;3.381.522.655;7.252.425.046;7.108.564.529;5;638;0
4346618;4;4.327.225.197;1.660.107.833;7.549.526.852;6;707;0
1836049;0;3.384.137.897;3.854.083.103;5.742.243.466;6;714;0
7979361;0;4.295.556.102;4.402.709.316;9.406.698.719;4;585;0
8228041;1;4.283.558.734;6.444.982.434;70.755.373;6;655;0
2422540;0;2.969.221.427;6.713.580.429;7.752.210.861;4;713;0
7212573;1;3.933.302.576;7.721.553.142;6.751.847.707;4;586;0
5037167;0;3.820.950.621;3.568.885.319;5.330.743.509;6;728;0
3007755;0;4.038.097.211;4.686.958.097;5.441.807.467;2;651;0
7170158;2;3.461.957.771;5.989.386.406;4.556.926.786;6;671;0
1669957;1;4.271.847.762;543.098.555;7.401.474.434;7;681;0
7890229;3;4.846.395.878;1.293.797.098;6.748.262.009;5;608;0
4452206;0;7.321.090.937;5.853.686.971;98.084.753;3;610;0
8624257;0;221.523.879;4.346.318.769;5.462.537.141;4;648;0
3681901;0;5.478.661.538;5.522.965.734;936.146.086;2;636;0
3131295;4;5.263.747.783;1.894.371.734;9.055.579.902;5;655;1
1023366;4;4.990.452.182;2.247.426.871;9.648.301.548;3;521;1
4038884;0;3.388.281.092;6.007.839.291;6.007.839.291;6;651;0
1587329;3;4.288.280.468;1.690.273.573;8.379.080.088;5;677;0
2130178;1;4.105.873.886;1.058.555.422;8.136.386.609;5;644;0
3928959;2;5.440.629.766;1.266.373.816;7.774.412.746;5;633;0
7649118;5;4.807.600.007;2.855.650.687;8.281.106.707;4;596;1
4520388;2;4.150.406.552;103.607.866;6.666.184.183;5;669;0
2668589;5;4.132.844.005;1.932.673.917;7.061.564.484;3;605;1
8894073;5;7.023.595.339;2.949.548.252;1.048.993.316;3;672;1
2811521;5;4.035.061.647;1.823.399.252;6.032.815.558;3;640;1
6706295;1;2.934.361.094;1.041.871.792;7.017.745.793;3;738;0
1190626;1;3.971.903.737;6.724.472.411;7.010.072.925;5;688;0
1510079;5;4.414.809.515;2.188.034.715;7.853.398.485;3;645;1
8033302;0;2.946.595.082;1.844.261.003;7.628.762.691;6;593;0
8924781;0;304.629.269;5.272.233.047;6.174.906.676;2;608;0
2833657;1;6.077.263.394;8.612.269.861;9.940.187.532;4;664;0
1228627;0;5.136.930.595;4.493.169.009;7.209.049.109;4;587;0
7578587;0;5.985.321.195;3.892.431.062;8.683.696.591;4;571;0
5249773;2;6.705.913.686;1.389.514.192;8.778.581.881;3;587;0
2324728;4;5.628.249.015;1.916.928.645;8.461.228.468;4;755;1
2650750;0;5.522.851.938;8.671.205.542;8.671.205.542;3;616;0
6302336;1;4.449.573.705;7.302.624.954;7.961.709.124;6;572;0
5970325;0;3.997.129.308;9.871.765.343;9.074.999.379;4;597;0
5067523;3;5.409.871.925;2.223.467.131;1.145.780.539;5;707;0
8325486;0;5.159.647.857;5.677.779.199;931.132.295;3;680;0
5932695;5;4.986.202.341;2.278.999.655;785.290.481;3;695;1
1816878;4;3.705.021.044;1.427.831.112;4.993.085.297;0;621;1
6008982;1;3.233.882.897;5.557.411.954;5.582.508.779;5;679;0
3927839;4;3.601.865.508;1.167.818.927;4.712.067.593;3;596;1
5927623;0;4.910.627.177;6.085.011.109;7.537.805.343;3;635;0
7408041;1;5.213.316.341;8.671.474.736;8.991.503.453;7;603;0
6631761;0;3.857.340.486;3.290.320.625;7.790.338.542;3;634;0
3188112;0;4.450.585.341;3.906.044.046;8.132.682.297;6;688;0
6541427;1;2.354.767.751;5.679.620.407;6.705.330.205;6;729;0
7338332;1;3.328.799.463;6.317.778.783;5.471.593.323;2;641;0
4308212;1;4.380.389.172;8.596.160.502;8.804.862.417;5;687;0
3955016;3;292.106.412;1.039.604.201;4.944.897.243;5;551;0
3109413;0;2.281.069.048;8.386.355.614;5.706.341.429;5;625;0
8346683;0;2.694.973.328;4.904.683.831;803.519.016;5;634;0
5669177;0;3.592.971.436;7.035.474.664;7.035.474.664;5;626;0
7910561;3;5.880.282.092;1.331.399.412;91.386.463;7;760;0
2043783;2;4.940.688.717;1.496.932.919;9.295.217.262;5;617;0
2986955;1;2.584.311.043;6.278.840.501;4.437.488.142;4;737;0
2750322;0;3.058.794.287;5.876.432.419;6.727.343.407;5;633;0
8221874;0;354.304.204;1.908.981.198;6.067.037.683;4;679;0
4484299;0;3.616.266.018;2.655.499.014;5.954.925.419;4;656;0
1877308;2;1.806.014.695;5.448.513.166;4.113.836.937;8;725;0
6821672;0;5.833.528.624;551.526.473;8.190.027.273;4;716;0
2525953;1;5.237.561.802;8.922.680.124;1.126.783.219;8;579;0
8925187;4;4.155.655.979;1.516.856.441;7.544.415.222;7;659;0
5147262;0;5.603.609.052;2.321.466.736;7.686.594.996;3;574;0
5668985;1;6.612.458.213;9.815.642.329;810.882.002;3;540;0
3875520;1;5.532.637.544;9.108.425.141;9.480.020.805;6;627;0
8103727;1;3.409.918.782;5.024.837.221;6.158.724.598;3;584;0
4274751;5;3.934.455.416;1.869.099.199;659.457.195;5;536;1
1800503;4;5.099.443.138;2.034.589.651;8.265.061.407;5;578;1
6657183;0;3.179.097.269;4.289.536.147;5.644.748.104;6;634;0
5024771;0;1.636.701.535;1.858.090.349;2.358.726.082;5;633;0
5890803;1;4.011.680.045;6.269.162.797;578.201.567;6;684;0
7876045;1;3.813.340.048;5.682.354.156;5.956.702.433;6;670;0
1984255;0;4.185.451.712;8.743.693.192;8.743.693.192;3;537;0
6160216;2;4.649.973.652;1.392.800.213;9.571.802.482;6;620;0
5900435;1;3.156.104.958;6.834.163.184;63.490.985;7;642;0
2118334;5;6.678.743.169;2.242.932.349;8.156.019.543;4;604;1
5682227;1;2.345.341.025;2.558.272.472;3.524.489.405;8;673;0
4311892;1;276.689.207;277.091.211;3.934.628.335;7;575;0
6084024;3;5.662.230.311;2.026.846.515;9.525.071.449;5;712;0
4374678;0;1.709.248.658;2.278.976.842;3.704.808.442;6;652;0
7463941;1;7.088.852.951;1.186.442.694;9.554.172.286;3;675;0
1120647;0;5.478.510.232;8.645.285.336;8.645.285.336;2;682;0
8330691;4;6.744.492.401;1.898.319.447;8.939.163.102;4;613;1
1671899;5;2.475.378.481;1.058.629.189;341.840.609;4;465;1
5501202;1;454.607.514;9.007.208.584;9.755.981.372;5;628;0
7128957;5;4.538.455.966;1.671.746.577;5.967.746.552;2;594;1
6106831;0;3.714.541.314;2.737.161.318;5.309.212.124;3;699;0
7285213;0;3.039.418.834;4.890.736.733;628.974.933;5;617;0
8903789;0;3.953.211.571;4.628.302.328;8.482.459.893;5;636;0
2195351;0;2.120.402.105;231.568.631;3.655.623.277;4;732;0
7009400;1;5.329.738.643;1.616.874.246;9.118.727.384;3;680;0
5171615;5;5.668.377.526;2.079.678.546;6.661.236.864;3;571;1
4071005;1;2.274.141.811;4.063.238.206;412.055.489;5;598;0
4642293;1;4.393.129.159;6.400.743.107;7.392.442.706;5;653;0
1585880;2;3.817.248.292;9.856.756.308;6.836.491.542;4;634;0
8051165;1;5.933.358.207;1.281.466.596;1.102.575.518;4;550;0
1414463;0;6.059.647.397;4.875.078.148;8.809.833.029;6;756;0
7709022;1;3.554.614.223;8.651.289.137;7.937.913.499;5;615;0
5766712;2;6.661.364.854;1.079.530.453;8.996.306.511;6;634;0
6293585;5;3.287.885.381;1.394.603.126;5.099.507.261;3;595;1
1457300;1;3.491.346.185;7.005.031.789;7.652.268.894;5;774;0
5864084;3;3.337.086.972;8.583.023.471;4.121.658.026;3;610;1
2813714;1;3.368.875.863;4.537.844.715;4.903.219.393;6;637;0
2015765;0;4.110.020.139;3.762.008.274;7.358.194.296;8;777;0
8123406;0;460.946.817;5.936.530.396;7.481.535.093;4;688;0
1849348;0;6.099.582.573;9.877.020.046;1.033.596.332;5;613;0
5206911;2;454.740.429;8.744.686.237;5.793.051.407;4;669;0
2573447;2;1.968.237.983;4.838.955.381;4.296.287.811;8;713;0
6321082;0;5.761.856.922;4.391.886.811;8.838.019.329;6;757;0
6432422;1;3.592.360.476;5.146.460.439;6.043.189.455;7;599;0
3631493;5;8.389.336.955;2.949.473.357;104.537.907;4;546;1
5182247;0;4.201.157.045;2.423.206.054;7.284.158.008;5;611;0
3407937;0;4.402.034.222;6.899.127.264;9.458.563.241;7;694;0
5775083;5;5.624.207.079;2.627.124.318;8.571.415.357;4;518;1
7460379;0;601.895.046;1.859.531.714;9.684.168.311;3;651;0
5485453;0;8.067.798.085;7.104.994.975;1.056.157.714;5;639;0
8624700;0;2.564.075.411;3.523.881.245;5.906.345.951;3;667;0
4697906;0;3.854.077.916;4.180.182.479;5.429.979.573;6;654;0
7391881;1;5.363.493.653;107.334.693;1.144.219.929;5;553;0
4710368;0;3.647.460.059;4.426.076.193;6.368.059.744;3;658;0
7849721;3;3.383.747.387;1.253.947.601;6.227.369.171;4;639;0
4795397;4;6.479.263.022;2.111.104.873;8.219.308.745;2;599;1
4269776;1;3.170.803.604;6.404.040.845;6.782.096.412;6;671;0
6417684;0;3.502.668.462;2.628.573.599;7.216.588.133;4;674;0
7128700;0;6.255.967.432;5.574.499.541;8.696.656.611;3;512;0
5672549;0;4.253.892.088;4.934.730.839;6.126.680.057;3;620;0
8297629;0;612.475.567;4.525.732.185;750.965.573;5;566;0
7607879;2;5.015.153.717;9.453.737.901;7.102.099.728;6;562;0
6644152;1;2.418.215.637;5.451.023.843;7.662.295.688;7;668;0
2486048;1;7.375.655.011;1.331.969.412;9.570.116.773;2;588;0
4046170;0;2.511.252.965;1.069.213.887;3.025.901.822;4;656;0
8883563;0;4.250.935.353;5.048.558.396;754.128.451;2;565;0
4891996;5;5.380.790.491;3.352.516.324;1.059.804.303;4;663;1
7521747;0;4.746.450.453;2.720.604.846;8.168.379.268;3;562;0
5965012;0;6.446.053.439;1.474.002.086;9.399.428.523;5;663;0
3335207;1;2.323.518.527;700.039.688;5.477.154.162;5;702;0
6006047;0;3.790.108.922;1.052.657.142;533.268.676;3;653;0
8226449;0;4.875.976.629;9.121.101.742;9.121.101.742;6;588;0
1854480;0;5.223.866.214;6.999.359.634;7.695.309.446;5;634;0
1602627;0;4.439.968.969;5.537.722.301;6.805.989.478;4;645;0
5987421;5;3.419.532.912;2.267.204.318;8.342.144.294;3;497;1
5372449;1;4.418.097.161;1.429.499.914;1.133.363.258;5;630;0
8047168;5;312.016.395;9.945.747.295;3.970.493.939;3;614;1
1469587;0;4.980.210.203;3.133.018.215;6.469.366.368;5;721;0
6322215;5;6.216.977.115;2.982.018.741;9.017.667.002;4;664;1
2835519;5;7.355.012.377;300.586.905;1.012.993.742;4;626;1
4719908;2;578.600.983;1.419.485.115;9.536.088.324;5;598;0
2046585;4;628.970.672;2.365.257.119;8.943.196.581;0;557;1
4146554;0;45.526.952;7.191.923.415;8.551.840.773;5;703;0
2823179;1;3.733.394.411;7.396.946.981;5.848.815.803;5;677;0
6803436;2;4.971.526.779;1.291.035.576;1.021.881.853;8;698;0
7006520;0;4.398.379.847;4.573.286.643;7.760.435.193;6;612;0
1305864;0;19.302.179;4.379.494.248;4.865.385.992;6;775;0
3804333;1;2.399.972.699;4.671.644.112;6.106.939.825;6;622;0
1009423;5;6.748.887.577;2.995.408.446;1.031.850.966;3;649;1
4631796;1;396.288.122;7.038.517.079;6.507.777.951;4;649;0
6465413;5;504.818.284;2.314.038.164;8.620.673.017;7;671;1
5811429;2;4.800.014.927;9.767.911.043;7.945.165.921;5;669;0
4365687;0;247.779.471;3.384.335.778;3.384.335.778;6;520;0
4933367;0;5.173.686.868;2.084.187.089;809.457.938;4;575;0
1496272;3;5.888.738.267;1.820.967.356;8.657.906.435;4;653;0
2596770;0;1.137.988.782;2.962.170.855;3.848.643.534;6;564;0
2023789;5;6.459.888.248;2.136.171.209;8.033.312.776;4;545;1
3883451;5;6.561.911.191;2.472.535.888;9.274.970.311;4;506;1
1423645;0;3.247.647.411;3.671.287.541;5.236.015.017;4;648;0
3148715;0;361.511.188;3.708.157.858;6.349.477.478;3;593;0
4426401;2;6.458.591.827;1.623.706.414;9.722.586.047;3;599;0
1456239;0;392.003.375;7.386.547.955;6.731.862.601;5;660;0
1935368;0;4.244.675.139;6.631.236.138;7.918.431.522;4;731;0
7058083;1;4.464.593.216;6.964.459.533;6.857.674.185;5;711;0
4577298;1;3.013.417.734;3.917.691.472;468.836.788;5;713;0
8036365;5;2.157.130.093;9.843.416.402;3.293.798.343;3;543;1
5303695;5;131.965.526;6.763.733.504;2.221.962.866;4;632;1
8738758;1;2.867.812.692;5.477.303.907;8.507.719.788;7;667;0
6912815;1;2.463.160.921;3.952.423.161;4.637.465.346;7;569;0
6737271;1;7.016.046.578;7.705.141.665;860.005.776;4;696;0
2337144;0;3.511.250.478;4.508.550.757;6.786.970.636;4;566;0
7231353;0;214.592.281;8.222.892.989;3.295.369.334;5;678;0
8805244;1;3.337.231.139;5.534.039.503;599.249.806;4;667;0
5105981;0;360.236.473;38.806.994;6.003.990.423;5;569;0
4292735;1;5.365.831.541;4.560.020.205;7.900.478.696;8;675;0
4652118;1;3.720.710.678;6.083.321.455;7.413.401.152;5;675;0
5543925;0;7.506.467.995;7.887.281.847;1.019.966.821;4;594;0
6071496;3;2.507.210.974;8.599.977.362;4.773.707.095;6;618;0
1596936;0;4.220.072.279;6.797.419.081;8.370.056.028;3;625;0
7210676;1;3.261.040.555;5.758.737.694;4.822.664.945;5;721;0
8997104;0;4.976.038.201;1.821.732.644;8.357.442.835;5;607;0
7711247;0;2.384.588.647;8.697.435.797;3.644.748.658;5;627;0
5938329;0;4.306.326.073;5.133.916.672;6.953.273.227;2;585;0
5332663;0;6.614.808.622;8.083.651.989;9.319.941.512;3;614;0
7296230;5;4.787.070.696;2.683.325.669;8.215.449.885;4;696;1
3181777;2;4.430.640.866;1.720.339.978;8.945.987.816;2;625;0
7073171;1;2.998.071.151;502.776.449;4.358.811.689;5;666;0
8489944;0;4.355.609.814;7.214.553.356;8.072.456.743;3;685;0
2220201;0;6.155.502.098;1.816.835.534;9.921.435.504;4;570;0
4247200;0;3.203.926.998;3.322.744.854;6.645.896.563;4;601;0
2592125;0;3.861.363.212;3.820.252.567;5.856.047.231;4;688;0
5287005;2;387.218.598;9.605.906.935;6.304.772.824;5;644;0
1597158;1;53.046.146;715.558.766;7.522.117.561;8;706;0
5902640;0;3.682.790.318;1.033.767.876;6.914.087.253;5;678;0
1020566;1;1.375.772.303;2.943.263.905;2.841.532.292;5;609;0
5974419;0;4.216.207.119;5.922.069.143;7.579.177.985;3;577;0
7287579;0;4.378.785.137;6.079.058.936;7.923.990.699;4;698;0
8274243;1;1.921.564.897;3.997.210.669;3.861.734.904;7;640;0
7279638;0;4.317.165.065;4.906.571.477;7.977.621.825;6;626;0
6009526;1;5.607.513.259;8.919.392.399;7.224.615.967;2;640;0
5224293;1;3.764.381.816;8.697.245.249;8.728.361.108;7;660;0
6670164;1;502.946.392;6.403.756.018;7.188.549.901;6;574;0
4587408;0;2.600.519.822;2.863.815.514;4.444.590.508;3;733;0
3356900;1;484.484.245;642.548.671;9.326.946.944;6;512;0
2399090;5;4.795.875.674;2.505.319.147;7.273.694.563;4;599;1
4707356;1;346.806.134;655.141.723;5.812.304.283;5;710;0
4817909;2;2.199.660.504;7.238.340.196;4.774.383.526;6;797;0
2061356;0;5.350.375.252;6.426.643.712;7.672.812.902;2;613;0
7154261;1;409.749.719;8.757.388.138;6.304.484.359;6;725;0
4690431;1;4.049.822.339;8.265.368.271;6.721.724.105;6;645;0
1996374;1;5.225.592.422;1.004.893.066;1.025.282.157;5;595;0
4104140;0;4.141.066.206;5.396.105.209;6.982.417.694;6;787;0
8273922;1;2.703.000.845;4.238.303.292;4.912.055.815;5;674;0
3819795;0;587.630.953;1.167.456.555;9.832.498.636;5;643;0
2318132;0;5.611.778.149;370.777.147;7.580.768.965;3;634;0
3320095;1;2.371.159.374;5.017.605.803;4.929.608.116;7;628;0
1016446;5;2.200.770.676;1.712.042.722;5.384.532.853;4;560;1
5273335;5;3.796.964.595;1.773.913.539;639.588.019;4;565;1
8192502;0;6.357.431.522;6.056.365.014;9.435.992.047;4;725;0
2883318;0;3.324.054.377;5.467.286.879;6.108.117.321;3;677;0
3384479;0;3.398.843.731;4.263.030.328;9.400.292.455;5;684;0
3863876;1;6.168.144.822;9.159.186.271;9.753.830.305;7;586;0
4703613;1;6.770.361.532;103.328.297;9.584.207.703;4;648;0
2918676;1;3.743.659.624;6.541.547.519;7.522.090.005;7;543;0
2147939;0;2.959.914.074;5.135.491.335;5.135.491.335;5;573;0
5040234;0;4.295.993.635;3.463.379.253;858.899.352;4;589;0
3372014;2;2.751.360.527;7.792.094.814;6.503.673.383;5;587;0
6391876;5;4.820.830.487;2.310.017.538;7.996.515.507;1;618;1
2993190;2;416.888.095;8.185.695.038;8.915.525.246;8;743;0
6349914;1;4.568.556.043;9.066.139.906;8.106.349.836;7;748;0
8612573;5;2.628.467.516;2.176.523.618;7.472.082.866;4;507;1
4908959;0;5.113.597.609;4.446.585.582;7.965.157.672;4;586;0
1204565;0;4.910.720.458;3.961.584.311;8.046.905.482;5;675;0
3588358;0;6.157.470.205;9.227.272.214;9.227.272.214;3;635;0
7736582;0;5.741.833.928;100.023.635;1.022.416.667;6;624;0
3395155;0;3.969.480.727;4.531.439.358;7.178.502.398;4;558;0
6359870;1;5.270.414.334;8.827.293.572;8.588.785.165;6;648;0
3254155;0;3.567.388.483;3.991.841.565;52.910.444;5;707;0
8386922;0;2.833.870.759;124.115.908;5.418.746.445;5;626;0
4670325;5;2.743.390.874;1.082.312.639;3.839.660.786;3;487;1
8360584;3;4.017.282.357;1.483.929.716;7.602.928.139;4;674;0
7079949;2;4.015.611.547;1.031.229.059;87.865.614;7;760;0
1372877;0;6.105.520.999;740.722.741;9.216.797.994;4;636;0
1934140;3;6.552.815.028;2.200.950.846;9.948.821.807;3;546;1
3327489;5;4.595.889.149;1.398.480.893;5.729.883.776;3;590;1
6269334;5;2.954.342.619;1.079.886.446;365.376.526;2;687;1
4423530;0;5.752.468.127;5.273.843.339;8.701.861.283;3;575;0
6706010;1;4.168.319.545;1.096.787.248;9.282.929.019;5;699;0
1229882;0;457.297.335;520.339.893;7.374.468.979;4;633;0
5135493;0;4.157.537.011;4.652.412.524;728.868.325;2;556;0
6517338;1;1.885.850.607;666.488.477;5.937.315.407;6;693;0
8022421;0;5.391.014.087;6.246.508.365;8.140.637.747;5;661;0
8634354;0;2.765.226.745;3.934.197.019;4.307.534.194;4;674;0
7593188;5;2.319.435.959;1.314.910.725;4.907.645.628;5;658;1
4014438;0;698.117.635;1.000.783.478;1.000.783.478;5;669;0
3658138;2;2.517.160.169;541.693.419;4.001.918.765;5;661;0
8359658;4;580.185.172;1.839.930.386;7.164.753.368;3;636;1
5465819;1;2.289.244.953;4.653.226.891;5.070.850.314;8;653;0
5916116;0;2.984.764.407;3.390.781.727;4.459.673.215;3;669;0
8425806;3;3.863.885.521;1.211.747.509;6.032.102.562;4;643;0
3157861;4;3.132.266.528;1.322.470.981;6.072.735.249;8;604;0
7608207;0;4.108.406.537;7.169.392.217;9.346.201.079;4;728;0
7868020;0;5.940.180.055;1.287.095.314;885.282.215;4;618;0
4376030;5;5.151.188.092;2.113.201.208;7.674.705.887;3;558;1
1763841;0;366.135.219;4.416.052.423;6.703.404.357;5;635;0
2392565;0;1.128.189.785;2.320.497.721;3.117.681.748;4;547;0
8051976;0;2.816.792.121;4.415.351.506;4.899.149.118;3;647;0
8242851;2;298.574.883;5.598.598.939;63.174.569;9;645;0
5701736;0;5.808.150.762;3.779.840.752;9.086.815.462;4;593;0
1685466;1;4.843.668.876;51.905.122;6.607.100.102;6;728;0
4002638;0;4.548.731.774;7.800.833.268;1.018.910.107;5;635;0
3995536;0;233.512.672;3.193.724.016;3.792.932.208;3;658;0
4839006;5;3.878.321.069;2.214.766.997;7.168.680.559;3;654;1
7179007;0;3.623.638.997;7.295.511.148;7.624.345.866;6;620;0
8306281;1;4.447.717.645;8.730.482.405;802.492.391;5;708;0
3458353;0;4.692.207.505;4.082.288.669;8.306.576.976;3;558;0
3070644;1;3.478.038.495;7.518.550.587;6.634.205.018;5;680;0
5293414;2;3.551.737.711;8.497.537.948;4.914.950.627;1;620;0
5349596;0;3.930.561.436;6.586.400.213;9.576.723.678;5;620;0
6316642;1;5.008.329.247;7.264.391.301;8.863.461.764;6;646;0
4991349;2;5.534.829.037;1.132.227.236;7.169.448.899;4;673;0
2459303;0;440.383.877;5.415.746.667;6.550.723.313;5;686;0
2957548;0;6.423.425.736;4.162.937.981;1.120.538.807;5;595;0
5121090;1;2.251.789.868;3.616.336.518;551.333.024;7;690;0
5788007;0;413.102.782;32.143.417;8.084.881.164;4;647;0
1139561;0;2.854.960.627;3.505.835.622;3.844.367.951;4;679;0
8299254;0;542.201.295;1.005.911.306;9.985.882.416;4;690;0
6393553;2;281.735.321;5.987.035.075;4.058.576.949;4;674;0
6225149;1;6.348.676.672;1.411.197.926;1.200.443.866;6;653;0
2911593;0;4.151.428.683;8.036.442.292;1.059.984.968;6;689;0
