credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
0,4774897693,6851321469,7678998679,4,662,0
1,4774447711,9952240067,902236061,6,631,0
0,5223105902,6355833139,9084990576,4,719,0
0,5012875804,6139019557,7907185036,3,523,0
1,3725306307,6873691387,5711532602,3,706,0
1,2778823217,5948540411,576403725,7,666,0
1,4690354943,5607344067,7500025369,6,647,0
0,2160254154,1551464736,4185050497,4,686,0
2,5468074456,1499325864,8715102886,3,638,0
0,4317101557,1877120224,8111612466,6,611,0
0,3303622235,2556360525,5743934937,4,725,0
0,1726948827,6500762573,2389669732,4,702,0
3,2904520559,1407896288,6156691482,1,521,1
0,5834267613,472321196,8039975006,5,805,0
1,4869295085,7656858662,7456935353,6,581,0
5,273725396,1562137146,4882191271,4,639,1
1,393551719,6264355873,6089052802,5,674,0
0,4347894513,4148887382,9135573036,6,630,0
0,5850999221,475924608,8086480674,4,681,0
0,36519982,3498682858,5810373943,5,600,0
1,3637299914,6414313084,6773480382,6,595,0
3,4500696922,1564364889,86944872,6,612,0
0,5233511933,6730918159,7373425315,3,681,0
0,4270700156,6684091898,6684091898,5,705,0
1,3606228158,5214180238,4573045173,3,615,0
0,8216539865,6186121574,1041713111,7,724,0
3,3318220604,1368566986,6135362394,2,563,1
2,6248863938,1595758489,1158987336,4,688,0
1,6946290875,1166278157,1202375832,7,652,0
0,2657701707,524759218,6494531946,4,723,0
1,4504712358,7074116554,7271613959,4,685,0
4,3871349295,1184985432,5466508908,5,629,1
5,4574820825,2122521744,762411974,3,540,1
3,4562333887,1650004281,7700822725,3,587,1
2,3857669274,1018683597,6709071331,5,620,0
0,1896732604,1754457304,387574884,4,564,0
1,5959276603,7779488579,8288167337,5,675,0
5,2856753436,120085115,4968150379,5,625,1
1,5833579663,8667518031,8672084841,5,669,0
1,3827363589,445088099,8027273135,9,583,0
0,4282031193,3886733054,6048731833,4,647,0
0,3197472396,274733822,4864290861,4,663,0
2,3204099446,7695421828,5247832277,5,653,0
1,4270490684,9900267097,9423425673,7,740,0
0,4229222711,7284555924,7284555924,1,640,0
0,5151729762,6112092279,7809579358,4,699,0
0,5233314721,2816443632,1033681427,4,688,0
0,5794406309,4013322333,8082138685,3,657,0
0,4014854567,8515372661,8515372661,6,554,0
1,6423482898,1042267875,9879979535,7,625,0
1,7475402957,1149366792,9937953137,5,732,0
2,4351542401,8636017205,6064419298,4,650,0
5,5585409425,2267736728,8941540473,5,643,1
0,2855976398,6757518855,5517867724,3,636,0
4,479682477,1651599761,7802189609,5,668,1
0,319100143,42583787,5114551834,2,696,0
3,5715512287,122770937,6693571005,3,612,1
0,5501910441,6627406339,1002589416,5,652,0
1,4130082509,5154497043,7511838018,6,605,0
0,3963434859,552564721,8110218414,5,579,0
2,2781443179,7569320856,5155404355,4,621,0
2,5016230399,9372776554,8145178056,7,688,0
1,5052729247,1016370981,8885306246,7,661,0
3,5516982631,1515967064,8784076031,7,733,0
0,3219442973,1432502012,5226827961,3,597,0
0,9405986828,443155667,1432719557,3,637,0
1,2833876123,7540001063,6518574847,7,601,0
1,3648550728,6079375882,7218595007,5,602,0
1,502780116,4669851933,7006741293,6,743,0
5,3237311883,1670221036,5635998034,4,651,1
5,547338423,2855712321,8748558352,3,653,1
0,2412008071,5288759386,5288759386,5,592,0
3,3938179634,1151840713,8840071018,9,608,0
0,3150696618,6730502495,6730502495,6,741,0
1,3973881258,5167760376,7047540824,7,637,0
1,2473596936,5489823756,505645525,5,702,0
2,3701602132,918380644,7065198724,6,649,0
0,3724505164,4314423664,7048747872,4,626,0
2,2753280073,6710976641,4992261799,5,605,0
1,368666392,5938531242,758122168,6,664,0
0,3411132158,4335272988,5402453968,4,687,0
0,1811195441,2668173829,3853556808,5,573,0
0,5967363804,5099218441,7855589977,6,558,0
0,1112383352,1322757658,2452080048,5,584,0
4,5696701724,1702033139,7477445724,2,510,1
3,4386838479,1970895134,1068268659,5,689,0
5,3228144785,1309386632,4359074564,4,577,1
0,4931345888,4043980858,9589517466,2,662,0
1,2833586943,4216216782,4449945051,5,629,0
0,5105517048,9301570118,9590429406,3,555,0
4,3059248038,1300090382,5262335317,4,663,1
0,3619843421,6323538526,6067363647,3,721,0
0,2385729817,3884198742,4041982487,3,575,0
5,4487905039,1851644203,6830037964,5,580,1
4,3545403593,1050988654,4870670837,5,753,1
0,5874878723,5554568362,1061049775,3,561,0
2,5312066088,1372303849,7659287984,4,481,0
0,1736329373,3614728003,3614728003,6,671,0
0,2109378982,1879612424,3833726698,3,459,0
0,4720861857,3775389688,8386513346,5,752,0
5,4635570582,2297025293,7330791282,4,648,1
3,224088953,8931013541,4152724383,3,621,1
3,5249366037,157808008,739742001,3,566,1
0,4997622544,5129976169,1003289562,5,573,0
1,1476100275,3904754506,3349953472,5,699,0
0,2186597616,2290223803,481583522,7,618,0
0,3672985889,1278844877,5239901135,4,717,0
0,2967348311,376705805,5981724291,4,645,0
2,337310255,8430477376,6561887759,5,576,0
1,3590688286,5578053344,6648753905,5,683,0
0,5648893108,7053580925,100574064,6,593,0
3,5873943948,1673926788,8422256985,3,527,1
5,4913596224,1786000427,6607778447,3,669,1
5,4775099192,1969009735,7584265529,3,608,1
0,3741381983,2842012942,4913138611,5,654,0
4,3556098526,1466485654,5617853179,1,562,1
0,1784138199,2104718448,3292345373,4,576,0
0,1731785141,1839916305,2901595045,3,667,0
4,4139148423,1211907236,6189546746,6,558,1
1,3177635691,3520766801,5283905906,8,625,0
5,5681071548,284385315,8530412392,4,599,1
1,1040147197,1899244212,1813911924,5,643,0
1,289761138,6726615644,5696727884,5,645,0
5,1930869783,1204528775,458007167,6,600,1
3,5412229237,2089377433,1007563218,4,690,0
0,4781329847,303832016,6719720356,4,711,0
0,4105612488,6572384556,8130287422,3,576,0
0,6856608109,2750612932,8693858969,3,601,0
0,3210433353,3268230568,4704338156,4,679,0
1,6463780195,6438339412,8108911314,6,594,0
2,251192705,6217568274,52836107,8,666,0
1,4221165524,7280355126,6936631889,5,615,0
0,5442512028,3328084036,7278877071,2,593,0
2,9204571448,3053526926,2495345754,6,607,0
0,2644712395,3656655483,4978568905,5,655,0
0,3086713587,3291193513,4563268791,5,699,0
1,3897154042,7344823814,812865835,5,716,0
1,5683756217,6952306341,7150949391,5,617,0
0,4326685339,1038034958,6827512663,3,565,0
0,2852558695,1842630424,4795167647,4,683,0
1,3198696052,615048927,5930574047,6,684,0
1,4481724106,5857960227,6496846508,5,587,0
4,5132544753,1941363097,8174039215,4,692,1
1,4169875772,7818032131,7976321323,7,670,0
0,3038846967,3853188119,546805292,4,562,0
4,7946101294,3384034674,119267036,3,645,1
0,4924677623,3390086272,7291729324,4,620,0
0,5633218061,3338468839,7641623381,4,619,0
0,4916993466,5122797958,742804459,6,658,0
5,1992516152,1138513317,4159087869,4,624,1
2,2391604604,4226474022,4992851709,8,655,0
1,4108806401,6340340024,648144287,5,616,0
1,4915085018,7607121153,6823036494,3,610,0
5,5129105334,183646733,6734038896,3,573,1
0,3829841552,525824932,7312550468,6,537,0
4,3841367716,1383639756,5502617766,0,544,1
0,2439052377,5306977448,6819315135,5,661,0
4,4922623098,1889845083,7388705212,3,607,1
0,4210572826,3139359091,6989510468,5,609,0
1,5842312836,9092064373,9462185452,5,708,0
2,2410959705,4442364482,4084898877,7,667,0
0,2013737186,3817062471,367149348,4,756,0
1,4085839979,7120685129,6828891419,5,642,0
0,3704853452,475909711,540088615,4,675,0
0,4318168865,5733180183,6876502302,3,600,0
0,303645307,2435787228,4823734002,7,592,0
0,3848604437,339918134,5951062322,3,743,0
0,1291864903,139542551,1666718349,4,642,0
0,5085757301,1040764028,1001967763,4,646,0
1,3074085278,8558914095,867680682,5,587,0
1,6639015996,9722314393,9218780777,5,702,0
0,4336717742,3942239218,8269964684,5,691,0
0,4369135637,1675694388,8168683379,4,655,0
3,3997475735,1433705849,6888812348,3,707,0
1,5187738505,8158961361,8600649274,5,675,0
0,6259442011,6521375768,917020046,4,626,0
0,1980211157,3042284581,3747964349,4,659,0
0,4695228454,6794118433,7498252373,3,656,0
1,3652053773,5209263029,5580841383,6,615,0
3,3311524905,1561045432,7757555722,3,603,1
0,5848034822,717655529,8244983447,3,649,0
5,6551244818,2160946259,7881480503,2,500,1
3,2778117505,995631397,5086504066,4,488,1
0,144466221,1385137622,2291576251,7,642,0
4,4604211758,1827690247,7992119236,8,665,0
0,5845836638,754119482,902908511,3,704,0
1,3736110023,5672595471,6646259824,5,679,0
1,3016343299,415134432,4410906386,5,664,0
4,2572783724,1040720295,411631508,1,551,1
0,5142414714,7616872417,7616872417,1,700,0
0,4012513302,683686605,8659002423,4,592,0
0,3431517056,2546117341,5650183141,6,653,0
0,3541252389,425536865,6520148527,6,568,0
5,3611806535,2268548062,7411021817,4,607,1
3,4205418883,1706143768,780101618,5,701,0
0,7511004691,1041519284,1041519284,5,605,0
5,884192363,3264492158,1152031519,2,541,1
1,7022479312,1096522867,958805954,5,652,0
2,5069656018,1328010606,9452249206,5,717,0
1,6593952318,1016066512,9590557973,7,689,0
0,1856370394,1751874991,3183135152,6,706,0
0,4523547269,3208074197,681355937,4,633,0
0,4584074704,5412701001,704068263,3,668,0
4,2973314485,1218876531,5418382056,6,603,1
0,3220154013,1136828632,4610450037,1,587,0
1,2764271397,406023378,4609694172,7,730,0
2,2728174595,6733921783,369555173,3,522,0
1,5100064701,1065115939,9365011302,6,600,0
1,4443586752,1017733018,8723831376,5,695,0
1,2089461288,5343684776,5201120673,6,706,0
0,3788258635,6870009677,7586991573,3,592,0
0,173526965,3547879996,3690375956,2,667,0
0,3632328416,2883143424,6422898294,5,609,0
1,2319956966,5641494013,4520743242,6,760,0
1,4088863146,7941186275,7182884737,6,537,0
1,4035816426,5243844843,6173280654,5,624,0
0,7223682556,7276828673,1127102906,5,556,0
0,4165313147,3279303037,5689493533,3,677,0
3,7559689099,1920935689,1005360285,4,609,0
0,4102817917,4036243582,825851651,6,661,0
0,3488110185,3589720159,4722727496,5,665,0
0,5519987638,65449387,796493234,2,743,0
0,3820658097,4219972201,5523263804,3,631,0
0,3050991185,450617482,5223768755,3,636,0
0,6649154512,9655650462,1063420921,4,610,0
0,4517227672,4483203033,8857360104,3,599,0
4,5552339151,1874947943,7573399227,1,546,1
2,2638428314,699209004,4835496062,4,656,0
1,4197003898,4984832235,6457533136,6,647,0
1,3533190919,6329689683,6727090258,7,707,0
3,4843807472,1471602156,6720788749,1,503,1
0,3503671111,3483448066,5234099315,6,700,0
0,542648653,4111602036,1230186131,6,717,0
3,5821052808,1521772686,8028003767,4,693,0
0,5021799174,601151424,7337325568,3,649,0
5,6102715859,2762870017,9888863099,3,569,1
1,4136170572,6020352519,6662573116,6,713,0
1,305307276,5902999552,5188541526,5,698,0
0,2734908845,3423400349,4373487053,4,634,0
0,4240143954,3512507156,8080353995,5,666,0
1,4005449229,5277092072,5428101899,4,609,0
0,2665789128,349641859,5188586455,4,658,0
1,3843430126,4928897055,5452877476,7,605,0
0,6808202739,1398336899,1398336899,4,526,0
2,4780711783,1421607428,7630004616,3,560,0
1,5276456773,1057938011,7649587985,3,650,0
1,3003370183,4681271121,5084401385,7,620,0
1,3435821026,5302365261,5531733897,6,650,0
0,2788541755,5014621221,8329898909,5,642,0
5,4243001942,2225787889,7347983901,5,572,1
0,2849068155,8984713185,421351012,5,660,0
4,29640035,1281531018,5666724521,4,658,1
0,2337459652,6825005136,6825005136,6,561,0
1,2735122613,6810814541,7487630615,8,675,0
4,3130987411,1043908504,4410495803,3,522,1
0,2518683521,2568819519,4251345623,5,707,0
0,4790014851,6560984814,7590768274,4,602,0
5,5176915602,2299026543,8241759227,2,425,1
3,4235466634,1317271118,816516029,5,619,0
5,145128038,532865409,2053741608,5,566,1
3,266965258,7511787518,3907615827,5,623,0
1,5093164256,8545838435,831107813,5,612,0
3,5846758736,1744030686,931948622,8,688,0
1,3975136409,9023635127,8251669975,6,612,0
0,5679450066,150451309,9239804756,4,733,0
0,3037853037,1081595853,5497793406,6,654,0
2,698667503,1165119074,1101817667,5,664,0
1,2817744888,3513984114,4071892724,5,597,0
0,4701883781,2217305558,1020318172,8,728,0
0,5953864559,7690464471,114999545,2,563,0
5,386524264,1768988757,6003726124,2,691,1
1,2487986091,3499422858,4938959529,7,642,0
3,4119955033,1475616813,7436276621,6,679,0
4,4612561768,2102434476,8235877443,3,631,1
1,8588443204,8300252221,1177566562,6,674,0
2,4363927182,987138671,8179575442,7,606,0
1,4120470548,7909297158,7068291706,6,643,0
0,3939431735,5526880218,6873009534,4,653,0
1,3847370018,5766426926,654586085,4,669,0
2,7893133514,1656635982,1094347555,3,583,0
0,6991154304,7661292875,882184196,4,537,0
1,2772141338,4639955959,4895378782,4,691,0
4,5070668196,1744755315,7775387173,4,623,1
3,1491583482,4895885374,262319266,5,671,0
0,4443985367,5989740016,8242767147,5,705,0
2,1346027623,3846960546,2666779109,5,623,0
0,4620010036,2540406445,7325578316,4,712,0
5,6067671938,2382046338,8510542619,3,672,1
5,4447862427,1983052592,6675456264,2,589,1
0,4466216606,6705298238,7676151939,5,650,0
0,4846706079,2566988819,7146259538,5,583,0
5,1611483787,7700811384,2793919084,2,547,1
2,4385086951,9139694684,631264656,4,632,0
0,5581541308,9131480155,8607336827,3,669,0
2,2864740514,7418913462,4368236948,3,597,0
0,5204411354,5736445577,754448671,3,586,0
5,2617461371,1880220482,6833379706,3,578,1
2,5916908486,1611016482,9909440561,5,702,0
0,3601618257,561291213,834646492,5,533,0
0,5778073297,4301086362,8079993346,3,748,0
2,4690843493,141840362,8607060013,3,585,0
1,4017711276,6938703483,8182163486,6,577,0
3,624040458,2301542975,1095056116,3,574,1
1,520989894,9728146113,9015731377,5,585,0
5,2762789321,198317068,6473602898,2,501,1
0,4120763117,2251913147,739943669,3,634,0
0,252386443,1290899781,4076338998,5,574,0
1,5370482231,1024415709,9086235326,5,708,0
5,7110394705,2842425661,9704956685,4,634,1
0,3172109846,5298305956,5301839331,3,590,0
2,3880860174,9274690256,6466043325,4,644,0
0,3289243844,668659002,668659002,7,733,0
0,4161242609,5449621161,7907796651,4,812,0
1,2468336583,3028651083,3334539387,6,546,0
0,458347265,7335623359,7335623359,5,687,0
1,3332531145,5480359936,6828703714,9,711,0
0,4031575635,3267059869,5713182211,5,641,0
0,8017832858,9548966523,9548966523,3,581,0
0,393394104,5536201339,5755618267,3,597,0
0,4383753338,4859456962,700423368,7,666,0
0,3055605549,7123916725,9002165453,5,614,0
5,7169758135,2607657327,1056339476,4,492,1
4,5743390107,1894849818,8422380768,5,573,1
0,3940452189,3987433852,9542505648,4,642,0
0,4805404254,4905265198,6444238471,4,714,0
0,1110342822,1803816589,1698119772,1,548,0
1,3850037948,5498663395,6596939592,8,618,0
4,7662449084,2438868106,1073357509,5,666,1
1,4489075505,8491802343,8167530468,5,636,0
5,3977111224,2319366747,7455040701,5,574,1
0,306622022,4785322325,5567924335,4,635,0
0,8416164869,1303724404,1165314546,4,530,0
0,5585857379,6199848709,7897086011,3,687,0
5,4908347386,2275608197,8283495301,3,607,1
5,2647716626,2188318276,6158819629,3,637,1
5,4030345645,2127403655,6148682951,5,636,1
5,7358580246,2935809446,1028673404,2,677,1
5,1663759733,7653602005,2927712686,3,540,1
1,3671386189,4589318077,4918080327,5,692,0
5,591715657,253983824,9099182837,3,680,1
1,3422320648,8924312159,8426425157,7,690,0
0,496275332,7813358618,8342031818,4,675,0
0,4191635003,6146433937,7588865226,5,623,0
0,7865328285,6735600554,9649394,4,572,0
4,4300956791,1559516789,6551385538,3,564,1
0,4706510416,4914287975,8198555692,4,655,0
2,4139881235,1372584123,7653246724,3,565,0
0,5028290168,7922720501,7922720501,2,577,0
1,3771560275,9227273111,78732534,5,634,0
1,418183081,6465481969,6597857573,7,709,0
0,2377626119,4739492656,4739492656,6,581,0
1,2009800876,2930589277,3127028311,5,602,0
0,3096526336,5147968076,6072918336,4,620,0
2,5010466015,9603350654,8045679724,7,659,0
1,5866703805,8163463303,926651418,6,569,0
0,3061093329,2554024774,4642908555,5,652,0
3,4455234024,1029828888,6359036483,4,613,0
1,4037395841,1197492449,7413765229,4,663,0
5,2121832986,120285482,4221746357,3,614,1
5,5920088371,2707221436,8678192774,4,552,1
0,4449268314,9246065702,892497275,4,627,0
0,611225063,2848819813,8362194598,2,603,0
2,2738567599,8658530943,5613474638,5,641,0
1,525659378,792250755,8744853845,6,562,0
0,4128720849,6120871972,6120871972,3,597,0
0,4606656545,5487266678,6102419674,4,659,0
0,3235839149,3113862691,7146679006,6,632,0
1,3422351784,5798294387,6889692865,6,576,0
0,2528174799,2265430844,4229552327,5,696,0
1,5485843693,9819734342,7277680765,3,669,0
1,4310659132,849386707,7543481046,7,777,0
0,3585838879,4380870594,6686454125,5,633,0
0,3309269194,3043022274,4749162327,4,612,0
1,2679855404,6167167076,552978711,5,703,0
5,4671814888,1535588447,5436711999,4,599,1
0,4978273749,1297966632,7242063132,4,687,0
5,4468582881,1673658102,6253200363,4,612,1
0,2308706064,3594416332,5088840457,5,661,0
0,1875755116,1291026417,3616586465,3,668,0
0,3020333001,8099344758,613055483,5,576,0
0,2949610003,344062155,5016204021,6,603,0
0,1826145125,100278433,3271842652,6,660,0
1,4507804585,1003305041,7387645504,3,629,0
1,3332578951,6699124226,5727999654,6,643,0
0,4402463965,6669115288,6426305197,3,691,0
0,5579071288,1236455039,1236455039,5,525,0
2,3058099408,6725908091,5149971772,5,619,0
0,3918513953,5022254285,5934267353,3,555,0
0,5214343325,7062745944,1089184813,4,599,0
4,5772302578,2272912042,8203695441,1,599,1
5,5832266225,2395773284,7952646134,4,588,1
2,3925745181,9213915073,5573464221,2,622,0
0,3139888147,2617442721,6796063511,4,607,0
0,2988533761,4676742955,5021296728,3,635,0
2,4412303085,1565101413,9841875881,6,687,0
3,4619545755,1490645227,7591602546,3,641,1
3,5690526846,2140647099,9526884282,3,526,1
5,4508015559,1411227788,6012620873,7,686,1
1,2221867147,4866872092,4535672074,6,617,0
0,4792970323,1415498196,7157544305,4,638,0
1,4049444875,8710226829,7890508906,7,649,0
0,4099763634,6680570657,1064340102,4,548,0
5,5072574662,2351093461,7749319072,4,671,1
0,1712912777,1209698471,291316273,4,605,0
0,4871572756,8324362869,8002426889,3,652,0
0,3244889447,4380198296,6123607871,4,633,0
1,4240630137,7084807506,610169117,5,657,0
1,2213954171,486380483,3614963165,5,713,0
1,1997604221,2826221232,365351784,6,565,0
1,6965197595,1062659866,896147091,5,665,0
2,5776644534,1217659025,9227976366,7,670,0
3,2242870806,6091120422,3500680151,5,639,0
3,429514432,146280024,733161472,6,652,0
1,2950430976,3853719637,4530119086,6,578,0
0,4093750561,6426636196,7392763293,3,668,0
0,4593194485,5239911771,8768336154,6,555,0
0,303009735,2141206987,658280874,5,653,0
5,4664365881,1441332491,5699577402,4,731,1
2,3502539123,7348498275,6707709031,7,690,0
0,2540831782,3533193578,4767701097,6,652,0
1,4848555171,5970712811,6667022857,5,660,0
0,3592338471,2420058921,5744359731,6,616,0
1,4594281909,9795781652,7944590502,5,690,0
0,6587394629,7259483132,8203174728,4,666,0
2,2094228623,5862219231,3362169827,5,769,0
1,6152209367,8421416562,9599001801,5,616,0
1,3339240206,5591760841,7138431337,7,584,0
5,5805394059,2882635226,8407712446,6,630,1
2,5398953681,1630833005,8872391288,3,616,0
0,6930915987,2550165031,8159300998,2,709,0
3,4791038616,1606339346,7980534706,2,606,1
1,2692335694,6697162007,5406449894,7,712,0
1,2363265491,5680608531,5533841911,5,646,0
0,5721836308,8185505902,1108521685,5,670,0
1,4079850353,413320063,5198198545,6,683,0
3,5170755778,1527765242,8114805602,4,647,0
4,3458879843,1386153205,7171647472,8,604,0
0,1421030658,1834619953,2790795134,3,549,0
0,5117118539,8156461092,8779885766,4,615,0
0,6852887605,8754876062,8832234534,3,649,0
5,5390487624,2471305013,8719132226,4,561,1
1,1964556935,4657518416,4475178802,6,617,0
0,3843585157,5004865503,8158537202,3,701,0
0,2726644775,2000302845,488903764,4,567,0
0,3341178225,4507727751,5456924289,3,625,0
0,5632121803,9171725255,8999466801,4,657,0
0,7489091252,6516440981,9382211528,4,641,0
0,2587029313,4131668627,6323622111,7,553,0
1,3589952551,6111239205,7768365707,7,683,0
1,2712140466,4450425517,5499235352,5,672,0
0,3306920679,4769024048,6172621834,5,642,0
0,5103665974,5885113519,7004090888,3,697,0
0,4116728085,3912155588,6748165685,5,659,0
0,4123541798,2833932398,5704499195,7,750,0
0,224418792,2902974911,299567403,4,704,0
1,4286080423,6815484437,7179350993,5,692,0
0,5890873353,8301656582,9962217009,4,660,0
0,4180606202,5003899639,7168314544,6,607,0
0,5832434914,8568024237,9697898742,4,680,0
0,4392550901,2947641352,6691188504,4,742,0
1,2306117578,3744596379,4325065931,6,694,0
4,533236112,1582501233,7294223101,2,599,1
1,7619839239,838384798,9256906808,4,582,0
2,2775912227,9594415397,5485572758,3,614,0
5,234006117,1309950935,4644039383,2,614,1
5,4388621862,1831480538,6697291648,3,658,1
0,3261136086,5108417478,6122133623,4,618,0
3,238691116,8930854907,540040978,6,595,0
0,3956154042,1110809204,5287789654,5,666,0
0,5418170029,4575661245,7746335578,6,605,0
0,515622393,5498313957,7818916432,3,632,0
0,5665977927,3091862059,7828104495,5,685,0
0,2428203971,3094599556,5931481184,6,694,0
0,4979959778,4086031523,8036361009,5,636,0
1,4619173722,5187412304,8877278627,8,620,0
0,4740622856,5948782157,7785931598,4,500,0
0,9653723084,114186116,1207496254,2,620,0
3,2708901194,1029955627,5533740638,7,672,0
0,5420530788,7081865049,7274723726,3,683,0
5,2307962788,1232990417,3782242434,1,644,1
0,5275232193,421750803,7516660972,5,622,0
0,3792071493,3266935489,6804364475,4,634,0
0,3475050977,4918029486,6591699082,3,562,0
3,5090707964,1497321465,7741453794,7,748,0
0,4418992002,4875815382,7628357631,1,692,0
4,7920651125,3052842761,1067445943,2,548,1
4,3923931777,2010559469,8850160428,8,779,0
1,3975391078,7888708304,6609211362,5,731,0
1,3251535255,9097068925,733747032,8,743,0
4,3018547612,1625322268,7226189217,6,632,1
1,3879934454,8079401113,6812549208,6,664,0
1,3023097843,5720626665,6240544445,5,655,0
2,5910111513,1217809194,9261125799,6,653,0
0,2764076687,5717778504,5717778504,4,671,0
0,4691107056,1745300224,9747015128,6,530,0
5,2986728889,1495955631,4804325448,4,590,1
0,3512364697,722591768,5546998979,5,638,0
0,3096574327,3500310501,5847887425,5,665,0
0,3574890175,3890557591,5464064787,4,700,0
0,6065616733,4673789485,9188708788,3,609,0
1,343214462,7834019675,69875646,6,586,0
3,6328628489,1596344606,9521594432,5,574,0
5,4682561454,1914725447,6351542065,3,551,1
4,6870017338,2158163013,8168569487,3,574,1
0,3347176649,341645665,5416811343,4,779,0
5,2353687903,11895465,4251595611,3,574,1
2,2354897296,5999819984,449925813,9,791,0
0,3674552249,4085922809,575575882,5,634,0
1,2774873777,5947625244,7071716271,6,671,0
5,5143597478,2914452611,1010679726,4,672,1
0,3154257707,338676617,4964940978,2,601,0
1,3795419833,7627235343,5533071395,5,622,0
1,4361064571,8688500094,763992319,6,614,0
2,3137853489,1029972763,6082935197,3,582,0
1,5045782007,6766997779,7533936683,6,568,0
3,7035917476,1939162184,1067041792,6,591,0
1,4760773445,7922567303,7834428048,5,601,0
5,2095793835,844778254,2976870946,3,625,1
0,5111966737,471624743,1098927625,7,657,0
4,6068521841,2105118998,8142468287,3,482,1
5,4395230675,2219089858,7878852052,4,553,1
3,3300850516,1052129378,5234069752,4,630,0
1,6271287843,9618637018,9502045881,5,758,0
5,3712930286,1877552882,6271106685,4,600,1
0,3112303799,6165533553,5758208256,3,641,0
0,4086919816,6117826991,6825775631,3,564,0
0,3422293439,4839921607,4839921607,3,589,0
0,5569977568,5148833558,946313467,6,620,0
0,5336400315,1459848953,8974287373,5,689,0
1,2970576238,5034456358,506988316,6,647,0
5,3865490288,2406753714,7524326667,2,658,1
0,2410276306,2334847967,3244264047,4,597,0
5,3386366239,1600150958,5909666639,5,569,1
0,3174465343,6007746236,6007746236,3,698,0
0,2670757639,5231680337,6093861573,3,577,0
0,345682141,8025132485,783488779,4,700,0
0,4504750582,6598146537,7647384821,5,624,0
1,5383447913,9796412682,8406247981,5,669,0
1,445241422,6422072535,1037621726,7,626,0
0,387597094,3853300047,7470616599,3,624,0
5,5655316621,2175768546,6811181567,5,622,1
5,233986487,1482310563,4200301513,5,613,1
0,3133909993,3137966349,5380786808,4,679,0
1,3300675305,7578894561,7064888627,5,677,0
5,4432474864,2010540284,6424002275,3,598,1
1,3676967429,5020683458,6128347154,7,657,0
0,463926594,404823132,6520540354,3,615,0
5,7515134387,2685977319,9085208584,3,594,1
5,4436270754,2128181284,7414674469,2,662,1
0,6232277692,5971302595,1024954596,6,525,0
1,3183880428,5681095654,6739709302,7,589,0
1,2693629683,3217523941,4143090385,7,710,0
0,250608379,3540650418,6159674282,7,661,0
0,4569775654,5522013533,7671190944,5,693,0
5,3913167872,1641006609,6255910649,2,531,1
0,2590485455,5472697804,5111215148,3,629,0
0,5270578434,8040264322,8040264322,7,749,0
2,3057336524,8602003555,6057012068,5,609,0
0,2567077596,2155719156,4530504362,6,642,0
1,2819194361,4633920475,4374582031,5,688,0
2,6466644513,1827858644,1068554418,2,533,0
1,4568356436,5951883654,5130982881,6,713,0
3,5242327728,1503004658,7104688958,2,624,1
0,1842146583,1761747368,3407915972,1,636,0
0,3996303369,4160155428,611169379,5,551,0
1,5489749965,11320818,9541868325,5,658,0
0,6236319272,4925343949,1063959988,5,697,0
0,5478610439,709837432,8085634139,4,591,0
0,3508542694,3366833166,5930041508,8,710,0
1,3889531438,8652416494,776502216,5,692,0
1,2564272555,4675553529,4719566442,7,708,0
0,411586727,5050816458,5784215096,3,640,0
1,2763439854,6341614046,5946777195,7,637,0
0,3141716518,2594552223,4401491705,4,609,0
5,4309813022,1732032663,7239933621,5,590,1
1,5204093808,8217354698,8194036843,5,601,0
1,4593685353,1017824016,7307035793,3,635,0
2,4073169256,1233527949,7979152983,7,800,0
1,3709359006,3646480571,6078081827,6,564,0
0,2061384699,2536838186,3175745636,4,708,0
5,4846958962,200321134,7136852126,3,585,1
5,1506245413,6816674794,260172054,3,607,1
1,2261719398,7009669443,5990217006,6,630,0
0,5649443675,2060793634,9371593955,5,653,0
0,538137965,9339272323,929168298,5,723,0
1,2166164495,4402786456,3805282072,4,673,0
0,8717982287,6917696095,1310468336,5,616,0
0,4003266653,1237903753,1053448292,5,689,0
0,561036503,793437895,8464436719,4,637,0
2,3653948847,9150599565,53500355,5,652,0
0,4365819041,9832606011,6567523508,5,757,0
0,6080390504,958521272,958521272,8,701,0
5,4019993029,1912604974,5715044612,3,633,1
3,2210728069,6632214414,3456898172,5,623,0
5,4864976346,197224911,7227730041,4,550,1
5,5780567754,2222709371,7913520503,4,595,1
1,4202717052,8950313333,8085584878,6,555,0
1,6840974508,9586743224,9740588042,6,672,0
3,7105002401,1808918046,8991781451,4,535,1
4,8237223569,2561975865,113019011,3,505,1
5,3086186142,1785507188,5413702325,5,654,1
0,4187062246,403231416,9921084819,2,580,0
5,158577155,4886516208,2151401724,7,659,1
5,1445572617,5461697135,1909878492,3,610,1
0,3100246663,4868565523,5280749292,4,678,0
5,494125642,2195950939,828778362,3,631,1
5,4062030625,1995354676,7246512702,5,630,1
1,4504395125,644120694,6909853293,8,752,0
0,5941983631,2521100217,9287458012,4,629,0
1,3464252515,5888828675,6559630545,6,822,0
0,4789299713,5350796656,6882144242,3,636,0
2,3105194132,6447682338,479995451,8,654,0
5,578906839,244245228,8231192707,1,568,1
0,3496339506,3540013544,5918569003,5,613,0
1,6197066416,6432496054,8347311034,6,665,0
